Name,DIY,Stack Size,Buy,Sell,Miles Price,Source,Source Notes,Tag,Color 1,Color 2,Version,Filename,Internal ID,Unique Entry ID,tipo
red-windflower bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedAnemonesRed,3724,gstfXhxq6i9XsQeMu,OTHER
red-windflower plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltAnemonesRed3,3906,R8JKJkD6gjEK548a2,OTHER
round mushroom,No,10,NFS,200.0,,On ground (Mushroom Season),,,,,1.0.0,MushRound,3277,x8LdsoLTpK3eNLsLP,OTHER
rusted part,No,10,NFS,10.0,,Recycle Box,,,,,1.0.0,JohnnyQuestDust1,2389,eNswgjstdGpp6XoKz,OTHER
Sagittarius fragment,No,10,NFS,500.0,,Wishing on shooting stars (November 22 - December 21),,,,,1.0.0,StarpieceSagittarius,5996,9R62eP8SNmyp2BKCw,OTHER
Saharah Ticket,No,5,NFS,100.0,,Saharah,,,,,1.0.0,RollanTicket,9261,hcEpSZjo7pxbNQ4B9,OTHER
sand dollar,No,10,NFS,120.0,,Beach,,,,,1.0.0,ShellDriftSanddollar,1379,7QMCD99jYqLWHvEnR,OTHER
sand path permit,No,1,NFS,,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,,,,1.0.0,FtrGroundMakerSand,8777,Pw8J67aWPkpfyd2Wa,OTHER
sapling,No,10,640,160.0,,Nook's Cranny,,Plants,,,1.0.0,SeedOak,2794,cD3cQwuLBqLJe2WeM,OTHER
Scorpius fragment,No,10,NFS,500.0,,Wishing on shooting stars (October 23 - November 21),,,,,1.0.0,StarpieceScorpio,5995,qGiMqtK2j3TsC7bNu,OTHER
sea snail,No,10,NFS,180.0,,Beach,,,,,1.0.0,ShellDriftEbisu,1374,5wagvDKnQqp7a3xWD,OTHER
shop construction kit,No,1,NFS,,,Tom Nook,,,,,1.0.0,ShopTent,2756,GgwtWhgJSRb3E4gFt,OTHER
shop moving kit,No,1,NFS,,,Tom Nook,,,,,1.0.0,MovingKitShop,5360,9LmRipQ63jBZ3CGWq,OTHER
skinny mushroom,No,10,NFS,300.0,,On ground (Mushroom Season),,,,,1.0.0,MushSlender,3278,y2htnyw8eDSR8JHJg,OTHER
sky egg,No,30,NFS,200.0,,Colorful balloon (Bunny Day),,,,,1.1.0a,EggSky,12513,SLJ273SKGouTZWTzY,OTHER
snowflake,No,10,NFS,200.0,,Catching with a net (Winter),,,,,1.0.0,SnowCrystal,3539,Ru7DDSmgAT9dxL8cL,OTHER
softwood,No,30,NFS,60.0,,Chopping a tree,,,,,1.0.0,DIYWoodSoft,2767,uP3kCjbqrmTKeo2Ya,OTHER
spoiled turnips,No,1,NFS,100.0,,Expired turnips,,,,,1.0.0,Kabu_Spoil,2642,xPacPLbSrKbYSjBAd,OTHER
star fragment,No,10,NFS,250.0,,Wishing on shooting stars,,,,,1.0.0,Starpiece,5983,Fy2vYDWHtktFPiRjz,OTHER
stone,No,30,NFS,75.0,,"Hitting a rock, Fishing",X-Small shadow when fishing,,,,1.0.0,DIYStone,2502,rQ38YPKd7g8fCBqRC,OTHER
stone egg,No,30,NFS,200.0,,Hitting a rock (Bunny Day),,,,,1.1.0a,EggRock,12510,fHsLgaoNxhWY7BGqm,OTHER
stone path permit,No,1,NFS,,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,,,,1.0.0,FtrGroundMakerStone,8773,oTy93idiub9zpcb3F,OTHER
summer shell,No,10,NFS,600.0,,Beach (Summer),,,,,1.0.0,ShellDriftSummer,5982,nrfNFuHkwuyx2h25n,OTHER
tailors construction kit,No,1,NFS,,,Tom Nook,,,,,1.0.0,HousingKitTailor,4411,nzXpuGtjkdzS8i7aZ,OTHER
tailors moving kit,No,1,NFS,,,Tom Nook,,,,,1.0.0,MovingKitTailor,5359,GaNHE6Zd7QJtFKMwW,OTHER
tailors ticket,No,10,NFS,250.0,,Label,,,,,1.0.0,TailorTicket,5932,Rq3dAQH4oTDptcDMF,OTHER
Taurus fragment,No,10,NFS,500.0,,Wishing on shooting stars (April 20 - May 20),,,,,1.0.0,StarpieceTaurus,5989,3k9txwAoHfTjWgxtx,OTHER
tent,No,1,NFS,,,Tom Nook,,,,,1.0.0,TutorialTent,2750,Lg4xPPH3PXiNpW268,OTHER
terra-cotta tile permit,No,1,NFS,,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,,,,1.0.0,FtrGroundMakerTile,8778,RpeWT95qyhD22ePzw,OTHER
Test Your DIY Skills,No,1,2680,,,Nook's Cranny,,,,,1.0.0,DIYbook2,5604,Z98Fu4EyDgeSnqxzE,OTHER
Tool Ring: It's Essential!,No,1,NFS,,800.0,Nook Miles Redemption,,,,,1.0.0,HowtoBookRingMenuUI,9616,AXc86J2LA2TEEgkTy,OTHER
Top 8 Cool Hairstyles,No,1,NFS,,2400.0,Nook Miles Redemption,,,,,1.0.0,HowtoBookHairCool,9050,qRimrPCob8DS8zuug,OTHER
Top 8 Pop Hairstyles,No,1,NFS,,2400.0,Nook Miles Redemption,,,,,1.0.0,HowtoBookHairPop,9049,2KfDyfk47DR6Gw8m9,OTHER
Top 8 Stylish Hair Colors,No,1,NFS,,3000.0,Nook Miles Redemption,,,,,1.0.0,HowtoBookHairColor,9051,JPwL4N6fr494vbJHb,OTHER
treasure,No,1,NFS,0.0,,Digging up treasure for a villager's quest,,,,,1.0.0,TreasureCapsule,2545,KJjoYJDr5g786djiz,OTHER
tree branch,No,30,NFS,5.0,,Shaking a hardwood or cedar tree,,,,,1.0.0,DIYBranch,2500,fDwbwWdq93bLwRRDr,OTHER
turnips,No,1000,NFS,0.0,,Daisy Mae (Sundays),,,,,1.0.0,PhotoStudioKabu,7734,4hQrmzxXh6HRb8TDg,OTHER
Ultimate Pocket Stuffing,No,1,NFS,,8000.0,Nook Miles Redemption,,,,,1.0.0,HowtoBookPocketExpansion2,11140,jLHd4JDRQDRxBhE9o,OTHER
venus comb,No,10,NFS,300.0,,Beach,,,,,1.0.0,ShellDriftHone,1375,rMwbSnAnQ6SR6ov26,OTHER
Virgo fragment,No,10,NFS,500.0,,Wishing on shooting stars (August 23 - September 22),,,,,1.0.0,StarpieceVirgo,5993,6pD87cCAtspPu5xgi,OTHER
wasp nest,No,10,NFS,300.0,,Shaking a hardwood or cedar tree,,Ranch,,,1.0.0,Honeycomb,3263,nzXtgoA5GkWLJnNuv,OTHER
water egg,No,30,NFS,200.0,,Fishing (Bunny Day),,,,,1.1.0a,EggFish,12514,q8ER2p757DRZoqvhB,OTHER
waterscaping permit,No,1,NFS,,6000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,,,,1.0.0,FtrRiverMaker,8780,y27SvjCmimgePaN7y,OTHER
What was this again?,No,1,NFS,,,Don't return lost item,,,,,1.0.0,LostQuestBagDust,4642,tFfFLpFHcdbw3AEW3,OTHER
What was this again?,No,1,NFS,,,Don't return lost item,,,,,1.0.0,LostQuestBookDust,4643,uh9ZQCxKj52Entfkv,OTHER
What was this again?,No,1,NFS,,,Don't return lost item,,,,,1.0.0,LostQuestNoteDust,5427,ruc9ZFn2WnduaPXPz,OTHER
white cosmos,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwCosmosWhite,2305,3e4iLg8KTpbmx6XW4,OTHER
white hyacinths,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwHyacinthWhite,3730,JtxQ44iAMCEDowPzj,OTHER
white lilies,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwYuriWhite,2979,HxHDxpDqRQEjiEs5L,OTHER
white mums,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwMumWhite,3754,nCnEJpwfWp5d3DBaF,OTHER
white pansies,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwPansyWhite,2907,zxfj87rooXrjMcppa,OTHER
white roses,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwRoseWhite,2931,2ASg5YXYQr5sqSvwG,OTHER
white tulips,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwTulipWhite,2879,pzYHqKwsGDPBTsYmP,OTHER
white windflowers,No,10,NFS,40.0,,Picking flowers,,Plants,White,Green,1.0.0,FlwAnemonesWhite,3709,QayiSgWWCqxzfAHwj,OTHER
white wrapping paper,No,10,160,40.0,,Nook's Cranny,,,,,1.0.0,WPaperWhite,7693,xFSvWhgZbhuCvSSpA,OTHER
white-azalea bush,No,1,560,140.0,,,,,,,1.2.0,PltAzaleaWhite2,2861,xmkj9sBpv8pQNGnGT,OTHER
white-azalea nursery,No,1,280,70.0,,,,,,,1.2.0,PltAzaleaWhite0,12747,x7sTALbbhgRkPyg75,OTHER
white-azalea start,No,10,280,70.0,,,,,,,1.2.0,SeedAzaleaWhite,2820,2xmbtR7bGZ9SkctzF,OTHER
white-cosmos bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedCosmosWhite,2629,qkPkqfogiwMf9fKCS,OTHER
white-cosmos plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltCosmosWhite3,3826,3iZJP9ouR47H43qMJ,OTHER
white-hyacinth bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedHyacinthWhite,3731,iojgh78kpnPtzmjz5,OTHER
white-hyacinth plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltHyacinthWhite3,3910,uznvYGDDCpPJkYaEJ,OTHER
white-lily bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedYuriWhite,2980,wD5MnM6bM2t88hMs5,OTHER
white-lily plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltYuriWhite3,3886,jwRXxgLr3hFQsAZB6,OTHER
white-mum bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedMumWhite,3755,PZ8MqZFTibFpr8Lqi,OTHER
white-mum plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltMumWhite3,3924,hYqfsENa2bSHGznkC,OTHER
white-pansy bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedPansyWhite,2908,RsndrSoamwXzNjD9y,OTHER
white-pansy plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltPansyWhite3,3850,XmpB3NuR9RS9PXmCM,OTHER
white-rose bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedRoseWhite,2932,FxA5MDvGKZc44uenJ,OTHER
white-rose plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltRoseWhite3,3862,vJFgRAkAYT32pscBc,OTHER
white-tulip bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedTulipWhite,2880,9JqXDYEJa9M3fGjkX,OTHER
white-tulip plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltTulipWhite3,3836,EPcGhsMb6jQKpbBnC,OTHER
white-windflower bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedAnemonesWhite,3710,2XmGTkrRQqQbjfEoi,OTHER
white-windflower plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltAnemonesWhite3,3898,5RMyLD5TYyRTzfLdq,OTHER
Wildest Dreams DIY,No,1,6980,,,Nook's Cranny,,,,,1.0.0,DIYbook3,5605,7DL3HBGPEfgi6XZfX,OTHER
Wisp spirit piece,No,5,NFS,,,Catching with a net while on a quest for Wisp,,,,,1.0.0,YutaroWisp,4702,yhGWoYrexRQRmWkvP,OTHER
wood,No,30,NFS,60.0,,Chopping a tree,,,,,1.0.0,DIYWoodNormal,2768,NYkn4SWpdNtkSjGMz,OTHER
wood egg,No,30,NFS,200.0,,Chopping a tree (Bunny Day),,,,,1.1.0a,EggForest,12512,8adCtThYkk3SrfhhS,OTHER
wooden path permit,No,1,NFS,,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,,,,1.0.0,FtrGroundMakerWood,8779,2ASyNJsmZJNm774y5,OTHER
yellow cosmos,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwCosmosYellow,2863,zjAYhjmqMzq3kDBdb,OTHER
yellow hyacinths,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwHyacinthYellow,3734,4KF7eJpRzonQ585ut,OTHER
yellow lilies,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwYuriYellow,2987,CYNwo9htHodqc52MC,OTHER
yellow mums,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwMumYellow,3758,5RAPmcCnKxJuTxsD5,OTHER
yellow pansies,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwPansyYellow,2915,s5oZ3HMatfcyLFmb7,OTHER
yellow roses,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwRoseYellow,2939,sfweQbaT8mzKykjhk,OTHER
yellow tulips,No,10,NFS,40.0,,Picking flowers,,Plants,Yellow,Green,1.0.0,FlwTulipYellow,2887,PdZJXzmx5y6JSLrRD,OTHER
yellow wrapping paper,No,10,160,40.0,,Nook's Cranny,,,,,1.0.0,WPaperYellow,7683,DP6esJYrS7WodmWe2,OTHER
yellow-cosmos bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedCosmosYellow,2864,uP5p9469CWwJMRTpW,OTHER
yellow-cosmos plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltCosmosYellow3,3828,Bh4zXHCea4eaSgmz9,OTHER
yellow-hibiscus bush,No,1,560,140.0,,,,,,,1.2.0,PltHibiscusYellow2,3792,Kb6qYCTJwjNX46xok,OTHER
yellow-hibiscus nursery,No,1,280,70.0,,,,,,,1.2.0,PltHibiscusYellow0,12751,DShJMzBnrS7Sd7mdv,OTHER
yellow-hibiscus start,No,10,280,70.0,,,,,,,1.2.0,SeedHibiscusYellow,3790,ZuDtvHRzubPByTeRG,OTHER
yellow-hyacinth bag,No,1,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedHyacinthYellow,3735,5yZ7783u3awJuzvtj,OTHER
yellow-hyacinth plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltHyacinthYellow3,3912,TZCvMPvktNmFAFKvP,OTHER
yellow-lily bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedYuriYellow,2988,gQ8rvpd52GD6oPZEB,OTHER
yellow-lily plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltYuriYellow3,3890,JmyYGEqKsuXG7YJmx,OTHER
yellow-mum bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedMumYellow,3759,PcvPGssP7xWcncSu8,OTHER
yellow-mum plant,No,10,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltMumYellow3,3926,R7rBdJkoAh4Ss5fc7,OTHER
yellow-pansy bag,No,1,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedPansyYellow,2916,65A93Q3TDrr2TXe7r,OTHER
yellow-pansy plant,No,10,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltPansyYellow3,3854,4DaoN5DPRbz3LuGPH,OTHER
yellow-rose bag,No,1,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedRoseYellow,2940,BE6hakXFRTg2qdcPT,OTHER
yellow-rose plant,No,10,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltRoseYellow3,3866,zukyGsru7LprL3Nn3,OTHER
yellow-tea-olive bush,No,1,560,140.0,,,,,,,1.2.0,PltBushOsmathusYellow2,12478,79ausqrAiPDZqBB7Q,OTHER
yellow-tea-olive nursery,No,1,280,70.0,,,,,,,1.2.0,PltBushOsmathusYellow0,12753,9FTtowZKFNMnSnsyk,OTHER
yellow-tea-olive start,No,10,280,70.0,,,,,,,1.2.0,SeedBushOsmathusYellow,12476,u9zmBcFHEqkM47dmk,OTHER
yellow-tulip bag,No,10,240,60.0,,Nook's Cranny,,Plants,,,1.0.0,SeedTulipYellow,2888,dK3ZtSLJjdTpT5fxq,OTHER
yellow-tulip plant,No,1,NFS,40.0,,Seed bag,,Plants,,,1.0.0,PltTulipYellow3,3840,YuRZQh2wgkDnLLK55,OTHER
young blue hydrangea,No,1,420,105.0,,,,,,,1.2.0,PltHydrangeaBlue1,3799,pAJKQx6Mk9hvfzf6Q,OTHER
young holly,No,1,420,105.0,,,,,,,1.2.0,PltHolly1,3026,LRZFgyh733WSifFpA,OTHER
young orange tea olive,No,1,420,105.0,,,,,,,1.2.0,PltBushOsmathusOrange1,12481,nhwo3GqxRh24LkKp2,OTHER
young pink azalea,No,1,420,105.0,,,,,,,1.2.0,PltAzaleaPink1,3787,zWfXh4fQhA3eLkRhh,OTHER
young pink camellia,No,1,420,105.0,,,,,,,1.2.0,PltBushCamelliaPink1,12491,Mr5dT9enE9E9abQB8,OTHER
young pink hydrangea,No,1,420,105.0,,,,,,,1.2.0,PltHydrangeaPink1,3795,J2XWxQvzyQ8svq2Nk,OTHER
young red camellia,No,1,420,105.0,,,,,,,1.2.0,PltBushCamelliaRed1,12488,WyeEuSLKN644gJH2z,OTHER
young red hibiscus,No,1,420,105.0,,,,,,,1.2.0,PltHibiscusRed1,3021,Zr6hN22TvjqPT2Tfr,OTHER
young spring bamboo,No,30,NFS,200.0,,Chopping a bamboo tree (Spring),,,,,1.0.0,DIYBambooSpring,5729,rMwLLdMSqxg3w5gLx,OTHER
young white azalea,No,1,420,105.0,,,,,,,1.2.0,PltAzaleaWhite1,2860,t7FsLxZzZ9mHSppL7,OTHER
young yellow hibiscus,No,1,420,105.0,,,,,,,1.2.0,PltHibiscusYellow1,3791,TWiBkrG8hjyQyvimE,OTHER
young yellow tea olive,No,1,420,105.0,,,,,,,1.2.0,PltBushOsmathusYellow1,12477,SD8BcLrikLWWZYhYm,OTHER
